CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
40.226.075/0001-00;IBIUNA LONG SHORT FI EM COTAS DE FI MULTIMERCADO ÁGORA;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.12
40.226.075/0001-00;IBIUNA LONG SHORT FI EM COTAS DE FI MULTIMERCADO ÁGORA;2023-11-30;Títulos públicos federais;0.28
40.226.084/0001-09;CAPTALYS PANORAMA FI EM COTAS DE FI MULT CRED PRIV ÁGORA;2023-11-30;Cotas de fundos de investimento 409;99.30
40.226.084/0001-09;CAPTALYS PANORAMA FI EM COTAS DE FI MULT CRED PRIV ÁGORA;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.17
40.226.084/0001-09;CAPTALYS PANORAMA FI EM COTAS DE FI MULT CRED PRIV ÁGORA;2023-11-30;Títulos públicos federais;0.40
40.226.091/0001-00;WESTERN ASSET US INDEX 500 FI EM COTAS DE FI MULT ÁGORA;2023-11-30;Cotas de fundos de investimento 409;98.95
40.226.091/0001-00;WESTERN ASSET US INDEX 500 FI EM COTAS DE FI MULT ÁGORA;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.55
40.226.091/0001-00;WESTERN ASSET US INDEX 500 FI EM COTAS DE FI MULT ÁGORA;2023-11-30;Títulos públicos federais;1.29
40.226.121/0001-70;PERFIN UTILITIES ALOCADORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;87.65
40.226.121/0001-70;PERFIN UTILITIES ALOCADORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;12.04
40.265.107/0001-86;TRIGONO POWER & YIELD FUNDO DE INVESTIMENTO EM ACOES;2023-11-30;Ações;97.88
40.265.107/0001-86;TRIGONO POWER & YIELD FUNDO DE INVESTIMENTO EM ACOES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.87
40.265.107/0001-86;TRIGONO POWER & YIELD FUNDO DE INVESTIMENTO EM ACOES;2023-11-30;Outras aplicações;1.25
40.265.153/0001-85;TRIGONO POWER & YIELD 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;2023-11-30;Cotas de fundos de investimento 409;100.13
40.265.153/0001-85;TRIGONO POWER & YIELD 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;2023-11-30;Outras aplicações;0.00
40.345.708/0001-07;PRT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Ações;77.79
40.345.708/0001-07;PRT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Derivativos;0.31
40.345.708/0001-07;PRT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;16.19
40.345.708/0001-07;PRT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Outras Aplicações;-5.08
40.345.708/0001-07;PRT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Títulos Públicos Federais;23.10
40.345.807/0001-80;VERDE AM GD60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.07
40.345.807/0001-80;VERDE AM GD60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras cotas de fundos de investimento;100.84
40.345.870/0001-17;INDIE AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;0.03
40.345.870/0001-17;INDIE AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;96.86
40.345.870/0001-17;INDIE AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.00
40.345.870/0001-17;INDIE AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;0.01
40.345.892/0001-87;ITUBERS CARTEIRA ITAÚ ASSET DE INVESTIMENTO FICFI MULT;2023-11-30;Cotas de fundos de investimento 409;100.64
40.345.892/0001-87;ITUBERS CARTEIRA ITAÚ ASSET DE INVESTIMENTO FICFI MULT;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.17
40.345.892/0001-87;ITUBERS CARTEIRA ITAÚ ASSET DE INVESTIMENTO FICFI MULT;2023-11-30;Títulos públicos federais;0.09
40.386.403/0001-35;NU SELEÇÃO CAUTELA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;60.38
40.386.403/0001-35;NU SELEÇÃO CAUTELA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;21.94
40.386.403/0001-35;NU SELEÇÃO CAUTELA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;4.23
40.386.403/0001-35;NU SELEÇÃO CAUTELA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos de crédito privado;8.86
40.386.403/0001-35;NU SELEÇÃO CAUTELA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;5.57
40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2023-11-30;Acões;0.00
40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2023-11-30;Cotas de Fundos de Investimento 555;58.36
40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2023-11-30;Depósito a prazo e outros títulos de instituições financeiras;32.63
40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2023-11-30;Operacões compromissadas lastreadas em títulos privados;0.00
40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2023-11-30;Títulos de crédito privado;9.02
40.428.039/0001-29;BTG PACTUAL ANDRÔMEDA FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Ações;97.82
40.428.039/0001-29;BTG PACTUAL ANDRÔMEDA FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.69
40.428.039/0001-29;BTG PACTUAL ANDRÔMEDA FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Outras aplicações;1.49
40.428.039/0001-29;BTG PACTUAL ANDRÔMEDA FUNDO DE INVESTIMENTO DE AÇÕES;2023-11-30;Títulos de crédito privado;0.00
40.438.531/0001-85;IMPACTO PRISMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Ações;0.40
40.438.531/0001-85;IMPACTO PRISMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Cotas de fundos de investimento 409;6.87
40.438.531/0001-85;IMPACTO PRISMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;28.33
40.438.531/0001-85;IMPACTO PRISMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;51.15
40.438.531/0001-85;IMPACTO PRISMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Títulos públicos federais;13.57
40.456.216/0001-80;OBY AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;A??ES;70.99
40.456.216/0001-80;OBY AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;COTAS DE FUNDOS DE INVESTIMENTO 409;21.74
40.456.216/0001-80;OBY AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;OPERA??ES COMPROMISSADAS LASTREADAS EM T?TULOS P?BLICOSFEDERAIS;6.88
40.456.434/0001-15;JUROS FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;26.78
40.456.434/0001-15;JUROS FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.41
40.456.434/0001-15;JUROS FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;72.81
40.457.904/0001-65;ITAÚ INDEX SIMPLES SELIC EMP RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;66.48
40.457.904/0001-65;ITAÚ INDEX SIMPLES SELIC EMP RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;33.95
40.498.539/0001-37;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;4.51
40.498.539/0001-37;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Derivativos;-0.02
40.498.539/0001-37;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;16.49
40.498.539/0001-37;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;75.44
40.502.503/0001-80;VITREO IBOVESPA INDEX FUNDO DE INVESTIMENTO DE ACOES;2023-11-30;Ações;98.21
40.502.503/0001-80;VITREO IBOVESPA INDEX FUNDO DE INVESTIMENTO DE ACOES;2023-11-30;Derivativos;0.01
40.502.503/0001-80;VITREO IBOVESPA INDEX FUNDO DE INVESTIMENTO DE ACOES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.26
40.502.503/0001-80;VITREO IBOVESPA INDEX FUNDO DE INVESTIMENTO DE ACOES;2023-11-30;Outras aplicações;1.53
40.502.846/0001-44;CROSSBORDER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-11-30;Ações;76.15
40.502.846/0001-44;CROSSBORDER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-11-30;Derivativos;0.00
40.502.846/0001-44;CROSSBORDER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;9.05
40.502.846/0001-44;CROSSBORDER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-11-30;Outras aplicações;15.43
40.503.169/0001-89;VITREO URANIO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;8.07
40.503.169/0001-89;VITREO URANIO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;5.92
40.503.169/0001-89;VITREO URANIO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;23.33
40.503.169/0001-89;VITREO URANIO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;5.50
40.503.169/0001-89;VITREO URANIO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;63.10
40.575.693/0001-65;TÁVOLA EQUITY HEDGE 15 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;25.36
40.575.693/0001-65;TÁVOLA EQUITY HEDGE 15 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.00
40.575.693/0001-65;TÁVOLA EQUITY HEDGE 15 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;35.76
40.575.693/0001-65;TÁVOLA EQUITY HEDGE 15 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;1.96
40.575.693/0001-65;TÁVOLA EQUITY HEDGE 15 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;37.25
40.575.765/0001-74;VTR VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.18
40.575.765/0001-74;VTR VERDE AM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.575.794/0001-36;VERDE AM 60 VTR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.75
40.575.794/0001-36;VERDE AM 60 VTR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.634.794/0001-60;GIANT ZARATHUSTRA RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;8.67
40.634.794/0001-60;GIANT ZARATHUSTRA RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;1.29
40.634.794/0001-60;GIANT ZARATHUSTRA RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;16.76
40.634.794/0001-60;GIANT ZARATHUSTRA RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.30
40.634.794/0001-60;GIANT ZARATHUSTRA RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;73.39
40.634.854/0001-44;APEX EQUITY HEDGE MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;64.50
40.634.854/0001-44;APEX EQUITY HEDGE MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;17.40
40.634.854/0001-44;APEX EQUITY HEDGE MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.59
40.634.854/0001-44;APEX EQUITY HEDGE MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;8.43
40.634.854/0001-44;APEX EQUITY HEDGE MASTER II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;12.40
40.634.864/0001-80;APEX EQUITY HEDGE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;64.50
40.634.864/0001-80;APEX EQUITY HEDGE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;17.40
40.634.864/0001-80;APEX EQUITY HEDGE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.59
40.634.864/0001-80;APEX EQUITY HEDGE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;8.43
40.634.864/0001-80;APEX EQUITY HEDGE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;12.51
40.635.061/0001-40;ITAU INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FICFI;2023-11-30;Cotas de fundos de investimento 409;0.00
40.635.061/0001-40;ITAU INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FICFI;2023-11-30;Derivativos;0.01
40.635.061/0001-40;ITAU INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FICFI;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;4.03
40.635.061/0001-40;ITAU INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FICFI;2023-11-30;Títulos públicos federais;92.87
40.635.079/0001-41;ITAÚ INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Derivativos;0.01
40.635.079/0001-41;ITAÚ INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;3.91
40.635.079/0001-41;ITAÚ INSTITUCIONAL OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;92.91
40.635.093/0001-45;ITAÚ OPTIMUS LONG BIAS MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Ações;66.13
40.635.093/0001-45;ITAÚ OPTIMUS LONG BIAS MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;12.31
40.635.093/0001-45;ITAÚ OPTIMUS LONG BIAS MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;13.34
40.635.093/0001-45;ITAÚ OPTIMUS LONG BIAS MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;9.65
40.649.711/0001-06;UNIFINANCE SCORPII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Ações;1.96
40.649.711/0001-06;UNIFINANCE SCORPII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Cotas de fundos de investimento;97.73
40.649.711/0001-06;UNIFINANCE SCORPII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Derivativos;0.02
40.649.711/0001-06;UNIFINANCE SCORPII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.08
40.649.711/0001-06;UNIFINANCE SCORPII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Títulos públicos federais;0.42
40.650.535/0001-22;ITAÚ PRIVATE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;4.26
40.650.535/0001-22;ITAÚ PRIVATE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;16.80
40.650.535/0001-22;ITAÚ PRIVATE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.13
40.650.535/0001-22;ITAÚ PRIVATE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;64.12
40.653.167/0001-76;ITAU OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;4.27
40.653.167/0001-76;ITAU OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;16.82
40.653.167/0001-76;ITAU OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.14
40.653.167/0001-76;ITAU OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;64.21
40.654.849/0001-01;GIANT ZARATHUSTRA VITREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;8.62
40.654.849/0001-01;GIANT ZARATHUSTRA VITREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;1.28
40.654.849/0001-01;GIANT ZARATHUSTRA VITREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;16.66
40.654.849/0001-01;GIANT ZARATHUSTRA VITREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.30
40.654.849/0001-01;GIANT ZARATHUSTRA VITREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;72.95
40.668.849/0001-52;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;4.47
40.668.849/0001-52;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Derivativos;-0.02
40.668.849/0001-52;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;16.25
40.668.849/0001-52;ITAÚ OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;74.83
40.671.799/0001-62;ITAÚ OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Ações;8.48
40.671.799/0001-62;ITAÚ OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;13.70
40.671.799/0001-62;ITAÚ OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.74
40.671.799/0001-62;ITAÚ OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;73.16
40.676.143/0001-32;VERDE X60 II ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;99.26
40.676.143/0001-32;VERDE X60 II ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.46
40.676.143/0001-32;VERDE X60 II ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.46
40.692.052/0001-90;KAPITALO K10 SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;1.25
40.692.052/0001-90;KAPITALO K10 SELEÇÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras cotas de fundos de investimento;99.26
40.695.974/0001-51;GIANT ZARATHUSTRA SELECAO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;100.08
40.697.810/0001-63;PS VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.59
40.697.810/0001-63;PS VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.716.583/0001-76;VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS;2023-11-30;Cotas de fundos de investimento 409;99.96
40.716.583/0001-76;VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS;2023-11-30;Outras aplicações;0.04
40.764.095/0001-34;CSHG DI SPECIAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;19.27
40.764.095/0001-34;CSHG DI SPECIAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;Outras Cotas de Fundos de Investimento;1.87
40.764.095/0001-34;CSHG DI SPECIAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;Outros;11.73
40.764.095/0001-34;CSHG DI SPECIAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;Títulos de Crédito Privado;17.11
40.764.095/0001-34;CSHG DI SPECIAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;Títulos Públicos Federais;50.03
40.772.272/0001-24;LEGACY CAPITAL WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;A??ES;10.89
40.772.272/0001-24;LEGACY CAPITAL WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;DERIVATIVOS;21.19
40.772.272/0001-24;LEGACY CAPITAL WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;INVESTIMENTO NO EXTERIOR;19.89
40.772.272/0001-24;LEGACY CAPITAL WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;T?TULOS DE CR?DITO PRIVADO;6.39
40.772.272/0001-24;LEGACY CAPITAL WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;T?TULOS P?BLICOS FEDERAIS;135.38
40.811.455/0001-01;PS VALUE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;90.27
40.811.455/0001-01;PS VALUE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.12
40.811.455/0001-01;PS VALUE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;9.21
40.811.455/0001-01;PS VALUE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Outras aplicações;0.40
